amount_zscore,is_recurrent_client,hour,is_outside_iqr,status_completada,status_fallida,status_pendiente
-0.41822435074478514,1,23,0,True,False,False
3.817307757451907,1,0,1,False,True,False
-0.3886845539879492,1,8,0,True,False,False
0.11533822817556523,1,9,0,True,False,False
-0.962864353448949,0,11,1,True,False,False
-0.2866140062656675,1,13,0,True,False,False
-0.6658838967686157,1,14,0,True,False,False
-1.3170781663456523,0,16,1,False,False,True
0.03436753527959527,0,17,0,True,False,False
-0.14076125977878967,1,18,0,True,False,False
-0.33778115421947286,1,1,0,True,False,False
-0.4203343362274162,1,8,0,True,False,False
0.4703432856282554,0,8,0,True,False,False
0.6362408942001289,1,16,0,True,False,False
-0.2881964953776409,1,20,0,False,True,False
-0.482578907965035,0,2,0,True,False,False
0.1551642041602282,1,11,0,True,False,False
0.23455240794422513,1,14,0,True,False,False
-0.2747453379258674,1,16,0,True,False,False
-0.15131118719194553,1,17,0,True,False,False
0.086589675974716,0,8,0,True,False,False
0.7781374179070735,1,8,0,True,False,False
0.1430317876350989,1,19,0,True,False,False
-1.3218256336815724,0,9,1,False,False,True
-0.00783217437302764,1,9,0,True,False,False
-0.2866140062656675,0,11,0,True,False,False
-0.2365018510531779,1,12,0,True,False,False
0.30972064076295946,0,13,0,True,False,False
-0.4351042346058343,1,16,0,True,False,False
0.11929445095549877,1,20,0,True,False,False
0.22241999141909582,0,21,0,True,False,False
9.176670883335014,1,2,1,True,False,False
-0.000710973369147635,0,9,0,True,False,False
-0.6846100179269671,0,9,0,True,False,False
-0.371540921941571,1,10,0,True,False,False
0.7259152772119526,1,12,0,True,False,False
-0.2958451927521788,1,17,0,True,False,False
0.1293168819979966,1,19,0,True,False,False
-0.42851052997261196,1,21,0,True,False,False
-0.20669830611101292,1,9,0,True,False,False
-0.6669388895099312,1,10,0,True,False,False
0.6897817758218941,1,11,0,True,False,False
-0.14550872711470975,0,13,0,True,False,False
-0.1146501894312294,0,13,0,True,False,False
-0.2647229068833694,0,15,0,True,False,False
-1.4689971210950947,1,17,1,True,False,False
-0.6608726812473668,0,18,0,True,False,False
-0.4414341910537278,1,20,0,True,False,False
-0.8473426482748939,0,11,0,True,False,False
0.42023113041576554,1,16,0,True,False,False
0.7285527590652414,0,20,0,True,False,False
-0.337253657848815,1,21,0,True,False,False
-0.27975655344711636,1,8,0,True,False,False
0.08078721589748038,1,12,0,True,False,False
-0.344638607038024,1,12,0,True,False,False
-0.4897001089689152,1,13,0,True,False,False
0.41812114493313446,1,14,0,True,False,False
0.5476215039296208,1,17,0,True,False,False
0.09107339512530722,0,20,0,True,False,False
-0.16977356016496795,1,20,0,True,False,False
-1.3067919871178255,1,22,1,True,False,False
-0.20195083877509284,1,12,0,True,False,False
-0.5181849129844356,0,12,0,True,False,False
0.3624702778287381,1,13,0,True,False,False
-0.2913614736015876,0,17,0,True,False,False
0.36326152238472476,1,17,0,True,False,False
0.21477129404455814,1,18,0,True,False,False
-0.20537956518436853,1,19,0,True,False,False
-0.15131118719194553,1,20,0,True,False,False
0.2100238267086379,1,20,0,True,False,False
-0.5529996734478494,1,9,0,True,False,False
-0.6914674707455183,1,10,0,True,False,False
0.3400516820757823,0,11,0,True,False,False
0.10531579713306742,1,14,0,True,False,False
-0.055834344102886166,0,15,0,True,False,False
0.11823945821418323,0,18,0,True,False,False
-0.28450402078303644,1,19,0,True,False,False
-0.5173936684284488,1,14,0,True,False,False
-0.18559845128470154,0,15,0,True,False,False
0.47561824933483293,0,11,0,True,False,False
0.15120798138029465,0,17,0,True,False,False
0.09898584068517394,1,18,0,True,False,False
0.266465938369021,1,18,0,True,False,False
-0.2109182770762753,1,20,0,True,False,False
0.08131471226813806,0,9,0,True,False,False
0.19683641744219324,1,11,0,True,False,False
0.158065434198846,0,11,0,True,False,False
-0.26841538147797395,0,20,0,True,False,False
0.4281435759756323,1,10,0,True,False,False
0.0021902566694701727,1,11,0,True,False,False
0.02751008246104392,1,17,0,True,False,False
-0.33619866510749946,1,18,0,True,False,False
-0.24573303753968917,0,20,0,True,False,False
-0.285559013524352,1,20,0,True,False,False
0.05942361288583999,1,20,0,True,False,False
-0.2615579286594228,1,21,0,True,False,False
1.262379086170921,0,2,1,False,True,False
0.576897552501128,0,9,0,True,False,False
-0.13153007329227856,1,9,0,True,False,False
0.5536877121921855,1,9,0,True,False,False
0.21239756037659802,0,10,0,True,False,False
-0.4662265204746437,1,16,0,True,False,False
-0.42851052997261196,0,8,0,True,False,False
-0.13997001522280314,0,8,0,True,False,False
-0.4264005444899809,1,8,0,True,False,False
0.39807628284813845,1,14,0,True,False,False
0.596942414586124,1,15,0,True,False,False
-0.2958451927521788,1,8,0,True,False,False
-0.4720289805518793,1,13,0,True,False,False
-0.26894287784863163,1,14,0,True,False,False
-0.5300535813242359,0,15,0,True,False,False
-0.2707891151459339,1,20,0,True,False,False
0.9632886440079562,1,20,1,True,False,False
-0.418488098930114,0,9,0,True,False,False
-0.2823940353004053,1,20,0,True,False,False
-1.3468817112878173,0,13,1,True,False,False
-0.4678090095866171,1,15,0,True,False,False
-0.4991950436407553,0,15,0,True,False,False
-0.26551415143935614,1,8,0,True,False,False
-0.9082684790858683,0,10,1,True,False,False
0.33952418570512427,1,10,0,True,False,False
-0.3707496773855845,1,12,0,True,False,False
-0.28740525082165425,0,12,0,True,False,False
0.4531996535818772,1,14,0,True,False,False
-0.6656201485832868,1,15,0,True,False,False
0.2796533476354657,1,15,0,True,False,False
-0.02629454734605022,1,16,0,True,False,False
-0.2581292022501471,1,19,0,True,False,False
-0.5279435958416046,1,19,0,True,False,False
-0.0030847070371075743,0,8,0,True,False,False
-0.42613679630465184,1,8,0,True,False,False
1.8895722708830283,1,10,1,True,False,False
0.09740335157320051,1,11,0,True,False,False
-0.2259519236400222,0,13,0,True,False,False
1.06008422802366,1,19,1,True,False,False
4.864651801392941,1,8,1,False,True,False
-0.3319786941422371,1,8,0,True,False,False
0.1538454632335838,1,11,0,True,False,False
-0.01838210178618332,1,14,0,True,False,False
-0.20063209784844846,1,14,0,True,False,False
-0.5266248549149601,1,15,0,True,False,False
-0.39475076225051364,1,15,0,True,False,False
0.6515382889492046,1,15,0,True,False,False
0.039115002615515336,1,16,0,True,False,False
-0.8942898252634369,1,13,0,True,False,False
0.26461970107171856,1,15,0,True,False,False
-0.23386436919988893,1,17,0,True,False,False
-0.5975731167684323,1,18,0,True,False,False
-0.019700842712827897,1,16,0,True,False,False
-0.3348799241808549,0,17,0,True,False,False
-0.15342117267457664,1,19,0,False,True,False
0.3321392365159152,0,19,0,True,False,False
0.16254915334943723,1,4,0,True,False,False
-0.9425557431786242,1,15,1,True,False,False
-0.5561646516717961,1,18,0,True,False,False
0.5455115184469898,1,18,0,True,False,False
0.37961390987511623,1,20,0,False,True,False
-0.12704635414168733,0,10,0,True,False,False
0.6475820661692714,1,13,0,True,False,False
0.11349199087826316,1,13,0,True,False,False
0.10610704168905413,1,15,0,True,False,False
0.016432658677230372,1,17,0,True,False,False
0.680286841150054,1,19,0,False,False,True
-0.15447616541589218,1,20,0,True,False,False
-0.023129569122103573,1,20,0,True,False,False
1.8318114182960008,1,9,1,True,False,False
0.5600176686400787,1,13,0,True,False,False
-0.35967225360177096,0,16,0,False,True,False
-0.3322424423275661,1,17,0,True,False,False
0.1430317876350989,0,17,0,True,False,False
-0.2910977254162587,1,18,0,True,False,False
-0.7297109576182077,1,20,0,True,False,False
-0.4424891837950434,0,20,0,True,False,False
-0.4591053194707635,1,14,0,True,False,False
-0.49101884989555955,0,14,0,True,False,False
-0.22779816093732447,1,16,0,True,False,False
0.09502961790524057,1,18,0,True,False,False
-0.46728151321595923,1,20,0,True,False,False
-1.4468422735274677,0,8,1,True,False,False
-0.36626595823499325,1,10,0,True,False,False
0.21978250956580705,1,14,0,True,False,False
0.6159322839298041,1,19,0,True,False,False
-0.008623418929014349,1,9,0,True,False,False
-0.08141791807978875,1,12,0,True,False,False
0.20105638840745543,1,13,0,True,False,False
-0.49655756178746635,1,15,0,True,False,False
-0.292943962713561,1,15,0,True,False,False
-0.15104743900661652,1,17,0,True,False,False
-0.2581292022501471,1,8,0,True,False,False
0.012476435897297014,1,9,0,True,False,False
0.39306506732688956,1,10,0,True,False,False
-1.3946201328323469,0,14,1,True,False,False
0.6742206328874893,1,14,0,True,False,False
-1.0881447414801733,1,15,1,True,False,False
10.119043149515146,0,16,1,True,False,False
-0.26920662603396067,1,17,0,True,False,False
-0.28635025808033865,1,20,0,True,False,False
1.7110147494153676,0,11,1,True,False,False
-0.22700691638133774,0,12,0,True,False,False
-0.7729656600121462,1,13,0,True,False,False
0.3891088445469564,1,20,0,True,False,False
-0.11095771483662488,1,21,0,True,False,False
-0.39712449591847376,1,8,0,True,False,False
-0.15737739545451,1,8,0,True,False,False
-0.5150199347604889,1,9,0,True,False,False
-0.6136617560734947,1,10,0,True,False,False
0.04834618910202644,1,10,0,True,False,False
-0.3193187812464503,1,15,0,True,False,False
0.5964149182154662,1,11,0,True,False,False
-0.1389150224814874,1,13,0,True,False,False
0.7166840907254411,1,15,0,True,False,False
0.5671388696439591,1,17,0,True,False,False
-0.27448158974053843,1,22,0,True,False,False
-0.6036393250309969,1,12,0,True,False,False
-0.3396273915167751,1,17,0,True,False,False
-0.10489150657406024,0,19,0,True,False,False
0.25143229180527393,1,21,0,True,False,False
-0.2670966405513296,1,21,0,True,False,False
-0.39606950317715806,1,12,0,True,False,False
-0.35967225360177096,1,15,0,True,False,False
-0.2966364373081655,0,18,0,True,False,False
-0.6184092234094148,1,10,0,True,False,False
0.17019785072397492,1,13,0,True,False,False
-1.3605966169249197,0,0,1,True,False,False
-0.275800330667183,1,8,0,True,False,False
-0.7312934467301812,1,9,0,True,False,False
0.1899789646236419,1,11,0,True,False,False
-0.5036787627913465,1,15,0,True,False,False
-0.6484765165369086,1,20,0,True,False,False
0.025534457792546098,0,1,0,True,False,False
-0.27142020176777254,0,6,0,True,False,False
-0.10649397594700481,1,8,0,True,False,False
-0.32283747023560083,0,8,0,True,False,False
-0.24708766751536365,1,8,0,True,False,False
-0.25050862634789045,1,8,0,True,False,False
-0.48920409977532714,1,8,0,True,False,False
-0.029535262962641546,1,9,0,True,False,False
0.26880835732667285,0,9,0,True,False,False
-0.5427305308316306,1,9,0,True,False,False
-0.3763124583019414,0,11,0,True,False,False
3.1380668439973625,0,11,1,True,False,False
-0.4197560633255342,1,12,0,True,False,False
-0.11858307858826506,1,12,0,True,False,False
-0.34670701757834443,0,13,0,True,False,False
0.044002491189194776,0,13,0,True,False,False
0.10846055761259527,0,13,0,True,False,False
-0.7535953466891875,1,13,0,True,False,False
-0.5443767065104406,1,13,0,True,False,False
0.026897697026560627,0,13,0,True,False,False
-0.039618088995352276,1,14,0,True,False,False
-0.2733493138913779,1,14,0,True,False,False
-0.42304841468315396,1,14,0,True,False,False
-0.6639816581739729,0,15,0,True,False,False
-0.0059229305697119025,0,15,0,True,False,False
0.1270314769891696,1,15,0,True,False,False
0.0561687583153993,1,16,0,True,False,False
0.43718126347494896,1,16,0,True,False,False
-0.3271329598974953,1,17,0,True,False,False
0.1424900954729939,0,17,0,True,False,False
0.16355599986276445,1,19,0,True,False,False
-0.13609941667060174,0,20,0,True,False,False
-0.05824045136188939,1,21,0,True,False,False
-0.06801461945482326,0,21,0,True,False,False
-1.018526744997657,0,21,1,True,False,False
-0.9954288425043556,0,3,1,False,True,False
-0.11377315902674234,1,8,0,True,False,False
-0.38094232739859424,0,9,0,True,False,False
-0.20770805869883285,1,10,0,True,False,False
-0.041984466533641566,1,10,0,True,False,False
-0.29194595476293367,1,11,0,True,False,False
-0.2099458287622151,1,11,0,True,False,False
-0.46572037485730466,1,12,0,True,False,False
-0.35522083241718944,1,12,0,True,False,False
-0.22200920990849393,0,13,0,True,False,False
-0.21588749410291946,1,13,0,True,False,False
-0.46384270572366204,1,14,0,True,False,False
-0.005768601599823468,1,14,0,True,False,False
-0.0033250595765900387,1,15,0,True,False,False
0.5013563934535541,1,15,0,True,False,False
0.056914681669859954,1,15,0,True,False,False
-0.3377044943348527,1,16,0,True,False,False
-0.19042321407132876,1,16,0,True,False,False
-0.12681395698231457,1,17,0,True,False,False
-0.07050960446801945,1,17,0,True,False,False
-0.5454570092996596,1,18,0,True,False,False
-0.45890417868723227,0,18,0,False,True,False
-0.2236039425973409,1,19,0,True,False,False
-0.1449990539341679,1,19,0,True,False,False
-0.09494502470035403,0,20,0,True,False,False
-0.0680917839397674,1,20,0,True,False,False
0.11473660238805804,0,21,0,True,False,False
-0.2528235608962168,1,3,0,True,False,False
-0.20426137837132452,1,7,0,True,False,False
-0.2839980128136795,1,8,0,True,False,False
-0.08192994823976318,0,9,0,True,False,False
0.047706386466517064,1,10,0,True,False,False
0.34548413386624083,0,10,0,True,False,False
-0.6539502751312251,0,12,0,True,False,False
0.051744661178597606,1,14,0,True,False,False
0.06151882927153147,1,14,0,True,False,False
0.11370774258880191,0,15,0,True,False,False
-0.6956705399910637,1,16,0,True,False,False
-0.22152050150384725,1,16,0,True,False,False
-0.3876041945987782,1,17,0,True,False,False
-0.22818236870403105,1,19,0,True,False,False
-0.09219282473734373,1,19,0,True,False,False
0.10185013340237425,0,8,0,True,False,False
-0.2519490300668491,1,10,0,True,False,False
-0.7020237492514706,1,10,0,True,False,False
-0.5984690104563349,1,11,0,True,False,False
0.11694865095645889,1,13,0,True,False,False
-0.4709161168435484,1,14,0,True,False,False
0.4734485713987298,1,15,0,True,False,False
-0.23517861533897308,1,16,0,True,False,False
-0.07884336884199464,1,16,0,True,False,False
0.1054768641947524,1,17,0,True,False,False
-0.0006500240985240305,1,18,0,True,False,False
0.0011247590551928964,1,20,0,True,False,False
-0.014513909893501195,1,20,0,True,False,False
-0.19664781585682875,1,20,0,True,False,False
0.16170405222410322,0,21,0,True,False,False
8.450404366991844,1,1,1,True,False,False
7.197536067942597,0,1,1,True,False,False
-0.3944718337588132,1,7,0,True,False,False
-0.041367150654087824,1,9,0,True,False,False
-0.2550870524545804,1,9,0,True,False,False
-0.025908532170263548,0,10,0,True,False,False
-0.2717545812025308,1,11,0,True,False,False
-0.3028775901300307,0,11,0,True,False,False
0.08338210000572557,1,11,0,True,False,False
-0.23849668819157435,0,12,0,True,False,False
-0.20865975401314485,1,12,0,True,False,False
-0.090237991118757,1,12,0,True,False,False
-0.13597080919569468,1,13,0,True,False,False
0.2204776682566133,1,14,0,True,False,False
-0.28808773051572295,1,14,0,True,False,False
-0.17432155821296935,1,14,0,True,False,False
0.38442647726808765,1,15,0,True,False,False
0.9496048864944959,1,15,0,True,False,False
0.196196576994167,1,16,0,True,False,False
0.03626032119979195,1,16,0,True,False,False
-0.22419553698191327,1,17,0,True,False,False
0.12687714801928118,1,17,0,True,False,False
-0.13658812507524842,0,18,0,True,False,False
-0.5143082788771783,1,18,0,True,False,False
0.1946018443053199,1,18,0,True,False,False
-0.4203991007000693,1,19,0,True,False,False
-0.5335736786182504,1,20,0,True,False,False
-0.14255551191093432,1,20,0,True,False,False
-0.37178547518521415,1,21,0,True,False,False
0.1290891965876819,1,0,0,True,False,False
0.2241043990489913,0,1,0,True,False,False
0.26515590503931347,0,1,0,True,False,False
3.9017637514902526,0,3,1,True,False,False
-0.5291495814814489,1,7,0,True,False,False
-0.008520801562833913,0,8,0,True,False,False
-0.48478000263852555,1,8,0,True,False,False
-0.5678861529234446,1,8,0,True,False,False
-0.25374953471554745,0,9,0,True,False,False
-0.25364664873562176,1,9,0,True,False,False
0.48039337504370894,1,10,0,True,False,False
-0.19389561589381846,1,10,0,True,False,False
0.42442340196417205,1,10,0,True,False,False
-0.16740247606297146,1,10,0,True,False,False
-0.49365391840711026,1,10,0,True,False,False
0.8602484129290955,1,11,0,True,False,False
0.07792914306966774,0,11,0,True,False,False
-0.540209824323453,0,12,0,True,False,False
-1.0745996040571195,0,12,1,True,False,False
-0.20773378019381425,1,12,0,True,False,False
-0.30097419950140675,1,12,0,True,False,False
0.0985577820447545,1,12,0,True,False,False
-0.4976407501292279,1,13,0,True,False,False
-0.27028845598859075,0,14,0,True,False,False
-0.36828735186774303,1,15,0,True,False,False
-0.437220958417908,1,15,0,True,False,False
0.04986699204495515,0,15,0,True,False,False
-0.18638493935924821,1,16,0,True,False,False
-0.026114304130114747,0,16,0,True,False,False
-0.2860042894222291,1,16,0,True,False,False
-0.20683352786946502,1,17,0,True,False,False
-0.0035051100414598547,1,17,0,True,False,False
-0.079820785651288,1,18,0,True,False,False
-0.10574805259254402,1,18,0,False,True,False
-0.27051994944342334,1,18,0,True,False,False
-0.042061631018585705,1,19,0,True,False,False
-0.2167877464272687,1,20,0,True,False,False
-0.2504314618629462,1,20,0,True,False,False
-0.1429413343356555,1,20,0,True,False,False
0.020750259726004913,1,21,0,True,False,False
-1.0674747499472705,0,21,1,True,False,False
-0.17133786479512633,1,21,0,True,False,False
0.04642031171744682,1,21,0,True,False,False
1.2228186061869777,1,21,1,True,False,False
-0.2996624032573551,0,22,0,True,False,False
7.99827192820871,1,23,1,True,False,False
-1.0214075524355744,0,0,1,True,False,False
0.654476453077857,0,4,0,True,False,False
-0.012147532355211911,1,8,0,True,False,False
0.3396196330104806,1,9,0,True,False,False
-0.5114017499442796,1,9,0,True,False,False
0.1445992580614691,1,10,0,True,False,False
-0.10358744701410609,0,10,0,True,False,False
-0.16930586669159545,0,11,0,True,False,False
-0.16758252652784128,0,13,0,True,False,False
0.09349064753341768,1,13,0,True,False,False
1.1320731718925816,1,13,1,True,False,False
0.04832370234607081,1,15,0,True,False,False
3.8635673314428667,0,15,1,True,False,False
0.4467496596080316,1,16,0,True,False,False
-0.42742106882999276,1,16,0,True,False,False
-0.614107679405029,1,16,0,True,False,False
1.6371147258524656,0,17,1,True,False,False
-0.1368710615200439,1,17,0,True,False,False
-0.2344584134794938,1,17,0,True,False,False
-0.644922030392752,1,17,0,True,False,False
0.15427054017447728,0,18,0,True,False,False
-0.06623983630110633,1,20,0,True,False,False
-0.05839478033177783,1,20,0,True,False,False
0.32395524256680497,1,20,0,False,False,True
-0.3312741205895015,0,20,0,True,False,False
0.33938813955564784,0,20,0,True,False,False
-0.2561416337488181,0,21,0,True,False,False
-0.13890305962357496,1,21,0,True,False,False
-0.432899747261032,0,21,0,True,False,False
0.34890509269876746,1,21,0,True,False,False
1.8918861336432802,0,22,1,False,False,True
-0.5611728427332979,1,22,0,True,False,False
0.17806292303227672,0,22,0,False,True,False
-0.24793647684974995,1,3,0,True,False,False
0.37105129987775703,1,8,0,True,False,False
-0.2339954265698285,1,8,0,True,False,False
-0.33680424201050363,1,8,0,True,False,False
-0.2644753981227933,1,8,0,True,False,False
-0.7125952836888281,1,9,0,True,False,False
0.16363316434770858,1,9,0,True,False,False
0.07430241227728973,1,9,0,True,False,False
